date;player;player_race;player_score;player_id;opponent;opponent_race;opponent_score;opponent_id;score_match;tier;url;tournament
08/12/2020;Trap;P;1;177;Zest;P;3;1658;1–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/12/2020;Zest;P;3;1658;INnoVation;T;2;48;3–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/12/2020;Stats;P;2;309;Trap;P;3;177;2–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/12/2020;Reynor;Z;1;5414;Serral;Z;3;485;1–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/06/2020;PartinG;P;2;5;INnoVation;T;3;48;2–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/06/2020;Trap;P;3;177;Solar;Z;0;1793;3–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/06/2020;Stats;P;1;309;Serral;Z;3;485;1–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/06/2020;Reynor;Z;3;5414;Zest;P;0;1658;3–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/04/2020;Cure;T;2;1665;INnoVation;T;3;48;2–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/04/2020;soO;Z;2;125;PartinG;P;3;5;2–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/04/2020;SpeCial;T;1;184;Solar;Z;3;1793;1–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/04/2020;uThermal;T;2;575;Trap;P;3;177;2–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/03/2020;Cure;T;2;1665;Serral;Z;3;485;2–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/03/2020;soO;Z;0;125;Stats;P;3;309;0–3;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/03/2020;Zest;P;3;1658;SpeCial;T;2;184;3–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
08/03/2020;Reynor;Z;3;5414;uThermal;T;0;575;3–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/28/2020;SpeCial;T;2;184;Astrea;P;0;4134;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/28/2020;Astrea;P;1;4134;Trap;P;2;177;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/28/2020;ShoWTimE;P;1;2170;SpeCial;T;2;184;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/28/2020;Cure;T;1;1665;Astrea;P;2;4134;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/28/2020;Cyan;P;1;7956;ShoWTimE;P;2;2170;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/28/2020;Cyan;P;0;7956;SpeCial;T;2;184;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/28/2020;SpeCial;T;0;184;Cure;T;2;1665;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/28/2020;Trap;P;1;177;Cure;T;2;1665;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/27/2020;Trap;P;1;177;SpeCial;T;2;184;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/27/2020;ShoWTimE;P;0;2170;Trap;P;2;177;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/27/2020;Cyan;P;2;7956;Astrea;P;0;4134;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/27/2020;Cure;T;2;1665;ShoWTimE;P;0;2170;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/27/2020;Astrea;P;2;4134;ShoWTimE;P;1;2170;2–1;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/27/2020;Cyan;P;0;7956;Cure;T;2;1665;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/27/2020;Cyan;P;0;7956;Trap;P;2;177;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/21/2020;PartinG;P;1;5;Serral;Z;2;485;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/21/2020;Clem;T;0;5878;PartinG;P;2;5;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/21/2020;Rogue;Z;2;1662;Serral;Z;0;485;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/21/2020;Armani;Z;1;2566;Serral;Z;2;485;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/21/2020;Armani;Z;0;2566;Clem;T;2;5878;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/21/2020;Zest;P;2;1658;Clem;T;1;5878;2–1;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/21/2020;Zest;P;2;1658;PartinG;P;0;5;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/21/2020;Armani;Z;2;2566;Rogue;Z;1;1662;2–1;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/20/2020;Clem;T;1;5878;Rogue;Z;2;1662;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/20/2020;Serral;Z;2;485;Clem;T;1;5878;2–1;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/20/2020;Serral;Z;2;485;Zest;P;0;1658;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/20/2020;Armani;Z;1;2566;Zest;P;2;1658;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/20/2020;Armani;Z;1;2566;PartinG;P;2;5;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/20/2020;PartinG;P;2;5;Rogue;Z;0;1662;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/20/2020;Rogue;Z;0;1662;Zest;P;2;1658;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/13/2020;uThermal;T;2;575;Bly;Z;0;72;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/13/2020;uThermal;T;1;575;TY;T;2;63;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/13/2020;Bly;Z;0;72;Scarlett;Z;2;23;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/13/2020;Scarlett;Z;0;23;uThermal;T;2;575;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/13/2020;Solar;Z;0;1793;uThermal;T;2;575;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/13/2020;soO;Z;2;125;Solar;Z;1;1793;2–1;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/13/2020;soO;Z;2;125;TY;T;1;63;2–1;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/13/2020;TY;T;2;63;Scarlett;Z;0;23;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/12/2020;Bly;Z;1;72;Solar;Z;2;1793;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/12/2020;Solar;Z;2;1793;TY;T;0;63;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/12/2020;TY;T;1;63;Bly;Z;2;72;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/12/2020;soO;Z;2;125;Bly;Z;0;72;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/12/2020;Scarlett;Z;1;23;Solar;Z;2;1793;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/12/2020;soO;Z;2;125;Scarlett;Z;0;23;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/12/2020;soO;Z;2;125;uThermal;T;0;575;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/10/2020;Namshar;Z;0;4723;Dream;T;2;109;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/10/2020;Namshar;Z;1;4723;INnoVation;T;2;48;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/10/2020;INnoVation;T;2;48;Reynor;Z;0;5414;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/10/2020;Reynor;Z;2;5414;Stats;P;0;309;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/10/2020;Dream;T;0;109;Reynor;Z;2;5414;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/10/2020;INnoVation;T;1;48;Stats;P;2;309;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/10/2020;Dream;T;1;109;INnoVation;T;2;48;1–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/09/2020;Oliveira;T;0;10115;Reynor;Z;2;5414;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/09/2020;Reynor;Z;2;5414;Namshar;Z;0;4723;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/09/2020;Stats;P;2;309;Namshar;Z;0;4723;2–0;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/09/2020;Oliveira;T;0;10115;Stats;P;2;309;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/09/2020;Oliveira;T;0;10115;Dream;T;2;109;0–2;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/09/2020;Stats;P;2;309;Dream;T;1;109;2–1;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/09/2020;Oliveira;T;2;10115;INnoVation;T;1;48;2–1;S;http://aligulac.com/results/events/111340;https://liquipedia.net/starcraft2/Douyu_Cup/2020
07/19/2020;Trap;P;2;177;Serral;Z;4;485;2–4;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/19/2020;Serral;Z;3;485;Cure;T;0;1665;3–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/19/2020;Trap;P;3;177;Reynor;Z;1;5414;3–1;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/18/2020;Cure;T;3;1665;Maru;T;2;49;3–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/18/2020;Serral;Z;3;485;TY;T;1;63;3–1;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/18/2020;Reynor;Z;3;5414;INnoVation;T;2;48;3–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/18/2020;HeroMarine;T;1;258;Trap;P;3;177;1–3;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;Clem;T;1;5878;Trap;P;2;177;1–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;Has;P;1;4734;Trap;P;2;177;1–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;Cure;T;2;1665;Clem;T;0;5878;2–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;Trap;P;0;177;Clem;T;2;5878;0–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;Cure;T;2;1665;Has;P;0;4734;2–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;Maru;T;2;49;SpeCial;T;0;184;2–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;SpeCial;T;2;184;Astrea;P;0;4134;2–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;Reynor;Z;2;5414;Maru;T;0;49;2–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;Maru;T;2;49;Astrea;P;0;4134;2–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/17/2020;Reynor;Z;2;5414;SpeCial;T;0;184;2–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;Oliveira;T;0;10115;TY;T;2;63;0–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;TY;T;2;63;PartinG;P;1;5;2–1;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;Oliveira;T;1;10115;HeroMarine;T;2;258;1–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;PartinG;P;1;5;HeroMarine;T;2;258;1–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;TY;T;1;63;Oliveira;T;2;10115;1–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;INnoVation;T;2;48;Neeb;P;1;4495;2–1;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;RiSky;Z;0;2453;Neeb;P;2;4495;0–2;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;Serral;Z;2;485;INnoVation;T;1;48;2–1;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;INnoVation;T;2;48;Neeb;P;0;4495;2–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/16/2020;Serral;Z;2;485;RiSky;Z;0;2453;2–0;S;http://aligulac.com/results/events/110543;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer
07/12/2020;Neeb;P;3;4495;Astrea;P;1;4134;3–1;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/12/2020;Future;T;0;13017;Astrea;P;3;4134;0–3;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/11/2020;Astrea;P;3;4134;Scarlett;Z;1;23;3–1;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/11/2020;Future;T;0;13017;Neeb;P;3;4495;0–3;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/10/2020;Scarlett;Z;3;23;Namshar;Z;0;4723;3–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/10/2020;Astrea;P;3;4134;Nina;P;1;317;3–1;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/09/2020;Namshar;Z;3;4723;TLO;Z;1;123;3–1;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/09/2020;Nina;P;3;317;Silky;Z;0;6058;3–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/08/2020;Astrea;P;2;4134;Neeb;P;3;4495;2–3;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/08/2020;Scarlett;Z;2;23;Future;T;3;13017;2–3;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/05/2020;JonSnow;Z;2;4388;Vindicta;T;0;8169;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/05/2020;jheffe;T;0;10353;Semper;P;2;5118;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/05/2020;Astrea;P;2;4134;Nina;P;1;317;2–1;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/05/2020;Namshar;Z;1;4723;Future;T;2;13017;1–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/04/2020;JonSnow;Z;0;4388;Future;T;2;13017;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/04/2020;Semper;P;0;5118;Nina;P;2;317;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/04/2020;Astrea;P;2;4134;Namshar;Z;0;4723;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/04/2020;jheffe;T;0;10353;Vindicta;T;2;8169;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/03/2020;jheffe;T;0;10353;JonSnow;Z;2;4388;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/03/2020;Astrea;P;2;4134;Semper;P;0;5118;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/03/2020;Future;T;2;13017;Nina;P;1;317;2–1;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/03/2020;Namshar;Z;2;4723;Vindicta;T;0;8169;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/02/2020;Namshar;Z;2;4723;JonSnow;Z;0;4388;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/02/2020;Nina;P;2;317;Vindicta;T;1;8169;2–1;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/02/2020;Future;T;2;13017;Semper;P;0;5118;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/02/2020;jheffe;T;0;10353;Astrea;P;2;4134;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/01/2020;Vindicta;T;0;8169;Semper;P;2;5118;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/01/2020;Nina;P;2;317;JonSnow;Z;0;4388;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/01/2020;Future;T;1;13017;Astrea;P;2;4134;1–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/01/2020;jheffe;T;0;10353;Namshar;Z;2;4723;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
06/30/2020;Vindicta;T;0;8169;Astrea;P;2;4134;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
06/30/2020;Semper;P;2;5118;JonSnow;Z;0;4388;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
06/30/2020;Nina;P;1;317;Namshar;Z;2;4723;1–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
06/30/2020;jheffe;T;0;10353;Future;T;2;13017;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
06/30/2020;Semper;P;0;5118;Namshar;Z;2;4723;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
06/30/2020;jheffe;T;0;10353;Nina;P;2;317;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
06/30/2020;JonSnow;Z;1;4388;Astrea;P;2;4134;1–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
06/30/2020;Vindicta;T;0;8169;Future;T;2;13017;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/05/2020;Creature;P;0;8356;FireFoX;Z;2;9876;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/05/2020;Neeb;P;2;4495;MaSa;T;0;251;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/05/2020;DisK;P;1;9314;Silky;Z;2;6058;1–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/05/2020;Scarlett;Z;2;23;TLO;Z;0;123;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/04/2020;Silky;Z;1;6058;TLO;Z;2;123;1–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/04/2020;DisK;P;0;9314;Neeb;P;2;4495;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/04/2020;Creature;P;2;8356;MaSa;T;0;251;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/04/2020;FireFoX;Z;0;9876;Scarlett;Z;2;23;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/03/2020;Creature;P;0;8356;Scarlett;Z;2;23;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/03/2020;MaSa;T;2;251;DisK;P;0;9314;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/03/2020;TLO;Z;1;123;Neeb;P;2;4495;1–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/03/2020;Silky;Z;2;6058;FireFoX;Z;0;9876;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/02/2020;Creature;P;0;8356;Neeb;P;2;4495;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/02/2020;MaSa;T;0;251;Silky;Z;2;6058;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/01/2020;Creature;P;1;8356;DisK;P;2;9314;1–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/01/2020;TLO;Z;0;123;MaSa;T;2;251;0–2;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/01/2020;Scarlett;Z;2;23;Silky;Z;0;6058;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
07/01/2020;Neeb;P;2;4495;FireFoX;Z;0;9876;2–0;S;http://aligulac.com/results/events/110553;https://liquipedia.net/starcraft2/ESL_Pro_Tour/2020/21/Masters/Summer/NA
